1,442
2,441
3,445
4,449
5,452
6,455
7,455
8,450
9,445
10,440
11,445
12,448
13,451
14,454
15,456
16,452
17,447
18,440
19,444
20,447
21,450
22,454
23,456
24,454
25,449
26,443
27,442
28,446
29,450
30,453
31,455
32,455
33,451
34,445
35,441
36,445
37,449
38,452
39,455
40,456
41,452
42,447
43,441
44,444
45,447
46,451
47,454
48,456
49,455
50,450
51,443
52,442
53,447
54,450
55,453
56,456
57,456
58,451
59,446
60,442
61,445
62,449
63,452
64,455
65,456
66,453
67,447
68,441
69,444
70,448
71,451
72,454
73,457
74,455
75,450
76,444
77,442
78,447
79,450
80,453
81,456
82,456
83,451
84,445
85,441
86,445
87,448
88,452
89,455
90,456
91,453
92,447
93,441
94,444
95,448
96,451
97,454
98,457
99,455
100,450
101,443
102,442
103,447
104,450
105,453
106,456
107,455
108,451
109,445
110,440
111,445
112,448
113,452
114,455
115,456
116,453
117,448
118,441
119,444
120,448
121,451
122,454
123,457
124,455
125,450
126,443
127,442
128,446
129,450
130,453
131,456
132,456
133,451
134,446
135,441
136,445
137,449
138,452
139,455
140,457
141,454
142,448
143,441
144,444
145,447
146,451
147,454
148,457
149,455
150,450
151,443
152,442
153,446
154,450
155,452
156,456
157,456
158,452
159,446
160,441
161,445
162,449
163,452
164,456
165,457
166,454
167,448
168,442
169,444
170,1
171,1
172,67
173,457
174,454
175,453
176,443
177,442
178,445
179,449
180,452
181,456
182,455
183,451
184,445
185,440
186,444
187,448
188,451
189,455
190,456
191,453
192,447
193,441
194,443
195,446
196,450
197,454
198,456
199,455
200,449
201,443
202,441
203,446
204,449
205,452
206,455
207,456
208,451
209,446
210,440
211,444
212,448
213,451
214,454
215,456
216,453
217,447
218,441
219,443
220,447
221,450
222,453
223,456
224,454
225,450
226,444
227,441
228,446
229,449
230,452
231,455
232,456
233,451
234,445
235,440
236,444
237,448
238,452
239,454
240,456
241,453
242,447
243,441
244,443
245,447
246,450
247,453
248,457
249,454
250,450
251,443
252,441
253,445
254,449
255,452
256,455
257,455
258,451
259,446
260,440
261,443
262,447
263,451
264,454
265,456
266,453
267,448
268,441
269,442
270,447
271,450
272,453
273,456
274,454
275,449
276,443
277,441
278,445
279,449
280,451
281,455
282,455
283,451
284,445
285,440
286,444
287,447
288,450
289,454
290,455
291,453
292,448
293,442
294,442
295,446
296,450
297,453
298,456
299,454
300,449
301,444
302,440
303,445
304,448
305,452
306,455
307,456
308,451
309,445
310,439
311,444
312,448
313,451
314,454
315,455
316,453
317,448
318,441
319,442
320,446
321,449
322,453
323,456
324,454
325,449
326,443
327,440
328,444
329,448
330,451
331,454
332,455
333,451
334,445
335,439
336,443
337,447
338,450
339,454
340,455
341,452
342,447
343,440
344,441
345,445
346,449
347,452
348,455
349,453
350,449
351,442
352,439
353,444
354,448
355,451
356,454
357,454
358,451
359,445
360,439
361,442
362,446
363,449
364,453
365,454
366,452
367,446
368,439
369,441
370,444
371,448
372,451
373,454
374,453
375,448
376,442
377,438
378,443
379,446
380,449
381,453
382,453
383,449
384,444
385,437
386,441
387,445
388,449
389,451
390,454
391,450
392,445
393,439
394,440
395,443
396,447
397,450
398,453
399,452
400,448
401,441
402,438
403,442
404,446
405,449
406,453
407,453
408,450
409,443
410,437
411,440
412,444
413,447
414,451
415,453
416,450
417,445
418,438
419,439
420,444
421,446
422,450
423,453
424,452
425,447
426,442
427,438
428,442
429,446
430,449
431,452
432,452
433,449
434,443
435,437
436,441
437,444
438,448
439,451
440,453
441,451
442,445
443,439
444,439
445,443
446,447
447,450
448,453
449,452
450,447
451,442
452,437
453,442
454,446
455,449
456,452
457,453
458,450
459,443
460,437
461,441
462,445
463,448
464,452
465,454
466,451
467,446
468,440
469,440
470,444
471,448
472,451
473,453
474,452
475,448
476,442
477,438
478,442
479,446
480,449
481,453
482,453
483,450
484,444
485,438
486,442
487,446
488,449
489,452
490,454
491,452
492,447
493,441
494,440
495,444
496,448
497,450
498,454
499,453
500,448
501,442
502,438
503,443
504,447
505,451
506,453
507,454
508,451
509,445
510,439
511,443
512,446
513,449
514,453
515,455
516,452
517,448
518,441
519,441
520,446
521,449
522,452
523,455
524,454
525,450
526,444
527,440
528,445
529,449
530,451
531,454
532,456
533,453
534,447
535,441
536,445
537,448
538,451
539,454
540,456
541,454
542,449
543,443
544,443
545,447
546,450
547,453
548,456
549,455
550,451
551,445
552,442
553,446
554,449
555,452
556,455
557,456
558,453
559,448
560,441
561,444
562,448
563,451
564,454
565,456
566,454
567,449
568,443
569,443
570,446
571,450
572,453
573,455
574,455
575,450
576,445
577,441
578,445
579,448
580,451
581,454
582,454
583,451
584,446
585,439
586,443
587,446
588,449
589,452
590,454
591,451
592,447
593,441
594,440
595,443
596,446
597,447
598,449
599,448
600,444
601,440
602,436
603,439
604,440
605,442
606,443
607,442
608,440
609,436
610,431
611,431
612,432
613,433
614,433
615,433
616,431
617,427
618,424
619,423
620,426
621,428
622,430
623,432
624,432
625,431
626,428
627,426
628,428
629,430
630,431
631,432
632,432
633,429
634,426
635,422
636,423
637,424
638,426
639,427
640,429
641,429
642,426
643,423
644,423
645,425
646,427
647,428
648,430
649,430
650,427
651,424
652,421
653,423
654,424
655,426
656,427
657,428
658,426
659,424
660,421
661,422
662,424
663,426
664,428
665,429
666,428
667,425
668,422
669,421
670,423
671,424
672,426
673,427
674,427
675,425
676,423
677,420
678,422
679,424
680,425
681,427
682,428
683,426
684,424
685,421
686,422
687,423
688,425
689,426
690,427
691,426
692,424
693,421
694,420
695,422
696,423
697,425
698,426
699,426
700,424
701,422
702,419
703,422
704,423
705,424
706,426
707,426
708,424
709,422
710,419
711,420
712,421
713,422
714,423
715,424
716,423
717,421
718,418
719,417
720,419
721,420
722,421
723,422
724,421
725,419
726,416
727,413
728,415
729,416
730,417
731,418
732,418
733,416
734,413
735,409
736,410
737,411
738,412
739,413
740,413
741,412
742,409
743,406
744,404
745,405
746,406
747,406
748,407
749,406
750,403
751,400
752,397
753,398
754,398
755,399
756,400
757,399
758,397
759,394
760,389
761,389
762,390
763,391
764,392
765,392
766,391
767,388
768,384
769,382
770,383
771,384
772,385
773,387
774,385
775,383
776,379
777,375
778,376
779,378
780,379
781,380
782,380
783,378
784,374
785,370
786,370
787,372
788,373
789,374
790,375
791,373
792,370
793,366
794,364
795,365
796,366
797,368
798,369
799,368
800,365
801,361
802,357
803,359
804,360
805,362
806,363
807,363
808,361
809,357
810,353
811,353
812,354
813,356
814,357
815,358
816,357
817,353
818,349
819,347
820,349
821,350
822,351
823,353
824,352
825,350
826,346
827,341
828,343
829,345
830,346
831,348
832,349
833,346
834,343
835,338
836,338
837,340
838,342
839,344
840,345
841,344
842,340
843,336
844,334
845,336
846,338
847,340
848,342
849,342
850,339
851,335
852,331
853,333
854,335
855,337
856,339
857,340
858,338
859,335
860,330
861,331
862,333
863,335
864,337
865,339
866,338
867,335
868,330
869,329
870,331
871,333
872,335
873,337
874,337
875,335
876,331
877,327
878,329
879,331
880,332
881,334
882,335
883,333
884,330
885,325
886,326
887,328
888,330
889,331
890,333
891,332
892,328
893,324
894,321
895,324
896,326
897,327
898,329
899,329
900,326
901,322
902,317
903,319
904,321
905,323
906,324
907,325
908,323
909,319
910,314
911,313
912,315
913,317
914,318
915,320
916,318
917,315
918,309
919,306
920,308
921,310
922,311
923,313
924,312
925,309
926,304
927,298
928,299
929,300
930,301
931,302
932,303
933,301
934,296
935,291
936,291
937,293
938,295
939,297
940,299
941,298
942,294
943,289
944,286
945,289
946,291
947,294
948,296
949,296
950,293
951,289
952,284
953,286
954,289
955,291
956,293
957,295
958,293
959,289
960,284
961,284
962,286
963,289
964,291
965,293
966,292
967,288
968,283
969,280
970,283
971,285
972,287
973,289
974,290
975,287
976,282
977,277
978,280
979,282
980,284
981,286
982,288
983,286
984,282
985,276
986,276
987,279
988,281
989,283
990,285
991,284
992,280
993,275
994,272
995,274
996,276
997,278
998,280
999,280
1000,277
1001,272
1002,267
1003,268
1004,270
1005,272
1006,274
1007,275
1008,272
1009,267
1010,262
1011,261
1012,263
1013,265
1014,266
1015,268
1016,267
1017,263
1018,257
1019,254
1020,256
1021,259
1022,260
1023,262
1024,263
1025,260
1026,256
1027,251
1028,252
1029,254
1030,257
1031,258
1032,260
1033,259
1034,255
1035,250
1036,249
1037,252
1038,254
1039,256
1040,259
1041,258
1042,255
1043,251
1044,248
1045,251
1046,253
1047,256
1048,258
1049,259
1050,257
1051,253
1052,248
1053,250
1054,253
1055,256
1056,259
1057,261
1058,259
1059,256
1060,252
1061,252
1062,254
1063,257
1064,260
1065,263
1066,263
1067,261
1068,256
1069,253
1070,257
1071,261
1072,264
1073,266
1074,268
1075,266
1076,262
1077,258
1078,260
1079,263
1080,265
1081,268
1082,269
1083,268
1084,265
1085,260
1086,260
1087,262
1088,265
1089,266
1090,269
1091,268
1092,265
1093,260
1094,257
1095,260
